Price,Close,High,Low,Open,Volume
Ticker,BBY,BBY,BBY,BBY,BBY
Date,,,,,
2025-01-02,86.16999816894531,87.37999725341797,85.81999969482422,86.29000091552734,1758600
2025-01-03,83.62000274658203,86.69999694824219,83.2300033569336,86.47000122070312,3412900
2025-01-06,84.7699966430664,85.73999786376953,84.0,84.05999755859375,2804800
2025-01-07,84.27999877929688,85.56999969482422,84.0199966430664,85.18000030517578,1920900
2025-01-08,84.19000244140625,84.26000213623047,82.73999786376953,84.0,2207900
2025-01-10,83.2699966430664,84.86000061035156,83.16999816894531,83.68000030517578,2139400
2025-01-13,84.30999755859375,84.9000015258789,82.62999725341797,83.33000183105469,2756500
2025-01-14,82.80000305175781,84.58999633789062,82.0,84.38999938964844,1942900
2025-01-15,83.20999908447266,84.63999938964844,82.66000366210938,84.29000091552734,2429100
2025-01-16,82.20999908447266,82.91000366210938,81.5999984741211,82.91000366210938,2354400
2025-01-17,81.9000015258789,82.8499984741211,81.19000244140625,82.58000183105469,2975000
2025-01-21,84.52999877929688,84.62000274658203,82.16999816894531,82.20999908447266,2713700
2025-01-22,83.91999816894531,84.16000366210938,83.08000183105469,83.79000091552734,1742700
2025-01-23,85.62999725341797,85.68000030517578,83.66999816894531,84.06999969482422,1862800
2025-01-24,84.7300033569336,86.47000122070312,84.62999725341797,85.93000030517578,2082500
2025-01-27,85.23999786376953,85.31999969482422,84.01000213623047,84.58000183105469,2453900
2025-01-28,86.77999877929688,86.9800033569336,84.69999694824219,85.27999877929688,2770700
2025-01-29,85.08999633789062,87.31999969482422,84.95999908447266,86.75,2116600
2025-01-30,86.86000061035156,87.75,85.27999877929688,85.5,2236200
2025-01-31,85.86000061035156,87.33999633789062,85.29000091552734,86.5199966430664,2863900
2025-02-03,83.77999877929688,84.16999816894531,81.11000061035156,83.4000015258789,3879200
2025-02-04,85.05000305175781,85.22000122070312,83.37999725341797,83.9800033569336,2454100
2025-02-05,86.4800033569336,86.80000305175781,84.4800033569336,85.52999877929688,2181100
